dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,20.891639,18.292398,15.158705,8.278396,2.260405,13.508260,3.218327,1.546014,0.151208,0.002483,5.886127,10.182310
cuda,AlbertForQuestionAnswering,4,20.709321,18.159124,15.063189,8.227561,2.209562,13.312579,3.159696,1.508459,0.147181,0.002433,2.758126,9.993588
cuda,BartForCausalLM,4,26.122719,20.656683,17.215458,9.866014,2.055863,14.786602,3.731507,1.909662,0.284340,0.002947,2.317049,9.971986
cuda,BartForConditionalGeneration,2,54.669618,43.131935,39.636738,20.692507,5.317081,26.070996,9.882084,5.421600,1.238200,0.003583,0.430561,18.303283
cuda,BertForMaskedLM,16,26.565058,21.382211,18.361600,10.553124,2.180946,14.850362,4.071279,1.945921,0.290220,0.002528,2.966749,9.632387
cuda,BertForQuestionAnswering,16,25.798263,20.667272,17.689327,10.034697,2.183225,14.233549,4.038697,1.943305,0.282650,0.002440,2.586125,9.510911
cuda,BlenderbotSmallForCausalLM,64,17.729471,14.049230,10.786145,5.876717,1.400916,9.353637,2.247202,1.304753,0.166421,0.002949,3.031389,6.892391
cuda,BlenderbotSmallForConditionalGeneration,64,38.780772,31.043783,27.166888,14.681659,3.605688,19.260837,6.473741,3.251830,0.643606,0.003278,2.287312,13.270209
cuda,CamemBert,16,27.190088,21.989516,18.339941,10.525822,2.214405,14.132182,4.086455,1.952918,0.293378,0.002623,1.643697,8.999914
cuda,DistilBertForMaskedLM,128,17.946663,15.523330,12.379224,8.546582,1.341277,12.023309,1.943565,1.068048,0.118051,0.002809,8.271021,6.438431
cuda,DistilBertForQuestionAnswering,256,18.251333,15.818744,12.666286,8.762833,1.321468,12.802925,1.977419,1.068066,0.113847,0.002565,9.112840,6.984657
cuda,DistillGPT2,16,17.766146,15.315991,11.393647,7.858166,1.276808,11.894559,2.003482,0.989843,0.111775,0.002598,4.389003,6.804473
cuda,ElectraForCausalLM,32,26.370404,21.206854,18.188623,10.447217,2.256384,19.112415,4.281476,2.064958,0.295883,0.002630,9.366305,14.126422
cuda,ElectraForQuestionAnswering,64,26.014451,20.948756,17.974308,10.370688,2.187937,19.066380,4.056455,1.949625,0.291448,0.002473,2.985058,13.999816
cuda,GPT2ForSequenceClassification,4,25.665510,20.933725,17.085374,10.268789,2.391657,13.126267,3.803191,1.840920,0.260635,0.003012,2.088036,8.112346
