dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.140785,5.867869,2.209337,7.984953,3.165623,1.297878,0.260304,8.135786,4.422341
cuda,Background_Matting,4,1.593834,5.130538,2.074298,8.754353,4.533799,1.995167,0.195420,5.775912
cuda,LearningToPaint,96,0.660310,2.600677,0.791101,3.361802,0.990592,0.479894,0.071884,1.583826
cuda,Super_SloMo,6,1.809501,7.354567,2.566417,10.137911,5.367570,1.985740,0.113398,5.424987
cuda,alexnet,128,0.105506,1.485917,0.190714,2.758025,0.824929,0.249782,0.012563,1.467618
cuda,attention_is_all_you_need_pytorch,256,1.869335,21.343678,2.480336,23.426097,3.400816,1.499856,0.300399,9.027102,4.670498
cuda,dcgan,32,0.131700,1.298821,0.154055,1.881081,0.147232,0.067843,0.010618,0.742704
cuda,demucs,4,0.243660
cuda,densenet121,4,3.577549,13.870389,5.805787,20.017241,11.567837,3.816358,0.590231,12.160407
cuda,dlrm,1024,0.207243,1.066685,0.145664,1.994016,0.331019,0.101843,0.013526,1.079681
cuda,drq,1,0.206977,1.835055,0.114379,2.789734,0.113199,0.057676,0.012552,1.076130
cuda,fastNLP_Bert,6,2.205639,7.977772,1.759866,11.469076,3.246675,1.335137,0.243666,4.242309,5.338759
cuda,functorch_dp_cifar10,64,0.318238,2.845813,1.068468,5.540862,2.052109,0.621252,0.059455,3.802129,3.216841
cuda,hf_Albert,8,1.747047,3.339719,2.218564,6.125129,2.540636,1.021954,0.135761,5.079442,2.619487
cuda,hf_Bart,4,2.491884,8.925271,2.376784,12.925499,4.336685,1.667117,0.345365,3.470184,6.703242
cuda,hf_Bert,4,2.147907,5.646133,1.731287,8.584703,3.052300,1.229174,0.240313,4.751590,0.367294
cuda,hf_DistilBert,8,0.923018,2.914821,0.913279,4.893022,1.368355,0.648940,0.104627,2.933960,2.071220
cuda,hf_GPT2,4,2.167391,4.450016,1.773598,6.941175,2.877598,1.171620,0.208193,4.339970,1.809637
cuda,hf_GPT2_large,4,7.897128,11.789272,5.867623,16.678810,8.845020,3.395079,1.008260,11.550357,1.178680
cuda,hf_Longformer,2,8.722364,94.463423,6.954593,100.234125,79.522230,4.484406,0.390798,0.708750,13.015877
cuda,hf_Reformer,4,2.329132,7.264451,0.682531,7.984305,1.060047,0.527625,0.046262,3.533350,1.436375
cuda,hf_T5,8,3.167436,6.838235,2.079532,11.709994,4.191678,1.358437,0.274448,5.104965,7.067302
cuda,hf_T5_large,2,16.350267,20.681634,8.715783,34.529295,17.568612,6.289755,2.215181,23.062360,22.994784
cuda,lennard_jones,1000,0.074639,0.910357,0.056343,1.431863,0.044077,0.028728,0.005579,0.581326
cuda,mnasnet1_0,32,1.359063,5.519638,2.084485,7.066643,2.756898,1.300253,0.181885,3.920379,2.994012
cuda,mobilenet_v2,96,1.541956,6.362665,2.190746,7.872600,3.736188,1.463540,0.215785,3.781218
cuda,mobilenet_v2_quantized_qat,96,2.622191,12.694646,4.665345,15.335289,7.258923,3.530184,1.155015,7.782772
cuda,mobilenet_v3_large,32,1.503584,6.162399,2.306210,8.706257,3.816422,1.438181,0.217167,4.938679,32.330262
cuda,nvidia_deeprecommender,256,0.128001,1.079238,0.127173,2.119824,0.100769,0.060325,0.008602,1.173286,0.394112
cuda,pytorch_CycleGAN_and_pix2pix,1,0.556683,1.665455,0.818399,3.974912,1.482999,0.567936,0.050444,3.157914
cuda,pytorch_stargan,16,0.586856,3.031968,0.940853,4.091167,1.113943,0.389185,0.058918,28.988460,2.038278
