dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,2,17.4062,10.7974,1
cuda,AlbertForQuestionAnswering,2,16.0367,10.4055,1
cuda,AllenaiLongformerBase,1,15.9882,3.2291,4
cuda,BartForCausalLM,4,12.4467,12.1385,1
cuda,BartForConditionalGeneration,2,13.8892,12.0942,1
cuda,BertForMaskedLM,64,17.6810,11.8917,1
cuda,BertForQuestionAnswering,64,16.9710,7.4338,1
cuda,BigBird,1,21.4869,3.1132,64
cuda,BlenderbotSmallForCausalLM,64,9.8609,11.5372,1
cuda,BlenderbotSmallForConditionalGeneration,64,21.4185,15.5543,1
cuda,CamemBert,1,18.1524,1.8620,1
cuda,DebertaForMaskedLM,4,19.7609,5.2038,204
cuda,DebertaForQuestionAnswering,4,19.1330,3.2220,204
cuda,DebertaV2ForMaskedLM,1,27.3300,10.8224,304
cuda,DebertaV2ForQuestionAnswering,1,26.0889,10.5302,304
cuda,DistilBertForMaskedLM,16,11.0427,2.3333,1
cuda,DistilBertForQuestionAnswering,32,10.9470,2.2036,1
cuda,DistillGPT2,1,9.7630,1.4879,1
cuda,ElectraForCausalLM,1,18.4433,0.5876,1
cuda,ElectraForQuestionAnswering,64,17.3558,14.6661,1
cuda,GPT2ForSequenceClassification,4,15.2937,10.4803,2
cuda,GPTNeoForCausalLM,1,21.9076,15.9637,1
cuda,GPTNeoForSequenceClassification,1,21.8729,15.9380,2
cuda,GoogleFnet,1,8.9762,1.0697,27
cuda,LayoutLMForMaskedLM,16,18.2819,16.0086,1
cuda,LayoutLMForSequenceClassification,16,16.5460,11.7433,2
cuda,M2M100ForConditionalGeneration,2,26.4914,5.9989,7
cuda,MBartForCausalLM,16,13.3455,5.3731,1
cuda,MBartForConditionalGeneration,8,13.2400,5.0859,1
cuda,MT5ForConditionalGeneration,2,38.2658,4.4070,1
cuda,MegatronBertForCausalLM,2,34.5988,4.0354,1
cuda,MegatronBertForQuestionAnswering,8,34.9838,4.7898,1
cuda,MobileBertForMaskedLM,16,138.9251,2.8406,1
cuda,MobileBertForQuestionAnswering,32,139.6781,3.1735,1
cuda,OPTForCausalLM,4,12.2482,1.8263,1
cuda,PLBartForCausalLM,16,9.4145,3.3218,1
cuda,PLBartForConditionalGeneration,8,5.5601,2.3987,1
cuda,PegasusForCausalLM,8,13.9157,3.2089,4
cuda,PegasusForConditionalGeneration,4,25.6558,4.9642,7
cuda,RobertaForCausalLM,4,17.0381,1.5878,1
cuda,RobertaForQuestionAnswering,64,17.1451,7.4338,1
cuda,Speech2Text2ForCausalLM,64,8.8612,2.7351,4
cuda,T5ForConditionalGeneration,4,28.0865,11.3331,1
cuda,T5Small,1,27.1502,3.2748,1
cuda,TrOCRForCausalLM,8,11.8372,3.5959,1
cuda,XGLMForCausalLM,2,27.2705,7.0946,4
cuda,XLNetLMHeadModel,4,40.3013,11.9039,1
cuda,YituTechConvBert,1,25.2931,1.7773,1
