dev,name,batch_size,time,memory,graphs
cuda,BERT_pytorch,16,2.7627,2.4723,0
cuda,Background_Matting,4,2.4587,11.4098,0
cuda,LearningToPaint,96,0.3880,0.8387,0
cuda,Super_SloMo,6,0,0,0
cuda,alexnet,128,0.1812,1.2699,0
cuda,attention_is_all_you_need_pytorch,256,1.1191,4.4660,0
cuda,dcgan,32,2.3788,0.0672,0
cuda,demucs,4,19.3850,4.0309,0
cuda,densenet121,4,0.4162,0.5709,0
cuda,detectron2_maskrcnn,1,0,0,0
cuda,dlrm,0,0.0000
cuda,drq,1,2.3160,0.0408,0
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,6,1.0971,4.9374,0
cuda,hf_Albert,8,1.1982,6.5125,0
cuda,hf_Bart,4,1.0555,5.1852,0
cuda,hf_Bert,4,1.0101,3.6906,0
cuda,hf_BigBird,2,1.5818,5.5592,0
cuda,hf_DistilBert,8,1.0651,4.0280,0
cuda,hf_GPT2,4,1.0808,5.2640,0
cuda,hf_Longformer,2,1.1132,4.9616,0
cuda,hf_Reformer,4,1.1970,1.4154,0
cuda,hf_T5,8,1.4776,18.4956,0
cuda,maml,1,0,0,0
cuda,maml_omniglot,1,2.3807,0.0047,0
cuda,mnasnet1_0,32,0.2807,1.5028,0
cuda,mobilenet_v2,96,0.3823,7.6954,0
cuda,mobilenet_v2_quantized_qat,96,2.8369,11.6158,0
cuda,mobilenet_v3_large,32,0.2914,1.4932,0
cuda,moco,32,3.1107,3.4754,0
cuda,nvidia_deeprecommender,256,0.9317,3.0640,0
cuda,opacus_cifar10,64,2.4422,3.0002,0
cuda,pyhpc_equation_of_state,1048576,0,0,0
cuda,pyhpc_isoneutral_mixing,1048576,0,0,0
cuda,pyhpc_turbulent_kinetic_energy,1048576,0,0,0
cuda,pytorch_CycleGAN_and_pix2pix,1,2.5067,0.4582,0
cuda,pytorch_stargan,16,2.6786,1.1601,0
cuda,pytorch_struct,200,0.9312,0.6831,0
cuda,pytorch_unet,1,2.4517,3.4745,0
cuda,resnet18,16,0.2050,0.4570,0
cuda,resnet50,32,0.3317,2.9261,0
cuda,resnet50_quantized_qat,32,2.6364,6.2777,0
cuda,resnext50_32x4d,8,0.2710,1.0667,0
cuda,shufflenet_v2_x1_0,128,0.3183,2.7953,0
cuda,soft_actor_critic,256,0.0058,0.0127,0
cuda,speech_transformer,32,1.0541,0.8779,0
cuda,squeezenet1_1,32,0.2122,0.7515,0
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,4.5319,1.4042,0
cuda,timm_efficientnet,32,2.5255,2.9182,0
cuda,timm_nfnet,128,2.8585,13.2571,0
cuda,timm_regnet,32,2.5851,2.4251,0
cuda,timm_resnest,32,2.4734,2.0965,0
cuda,timm_vision_transformer,8,2.3313,0.6742,0
cuda,timm_vovnet,32,2.4574,2.5853,0
cuda,tts_angular,64,0.3427,0.3350,0
cuda,vgg16,64,0.2530,5.9837,0
cuda,vision_maskrcnn,4,0,0,0
cuda,yolov3,16,3.7426,7.3829,0
