dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,531.9737,15.5676,2
cuda,beit_base_patch16_224,64,170.8979,10.9476,2
cuda,botnet26t_256,128,329.2018,16.8084,2
cuda,cait_m36_384,2,486.4837,11.4389,2
cuda,coat_lite_mini,128,600,0,0
cuda,convit_base,32,147.2871,10.0612,27
cuda,convmixer_768_32,32,111.1304,13.5855,2
cuda,convnext_base,32,600,0,0
cuda,crossvit_9_240,64,344.7921,4.4694,2
cuda,cspdarknet53,64,211.2023,13.7079,2
cuda,deit_base_distilled_patch16_224,64,131.2734,10.8758,2
cuda,densenet121,64,600,0,0
cuda,dla102,64,415.3504,10.6037,2
cuda,dm_nfnet_f0,128,240.4062,13.8211,2
cuda,dpn107,32,600,0,0
cuda,eca_botnext26ts_256,128,287.1870,15.9702,2
cuda,eca_halonext26ts,128,302.8086,17.6405,2
cuda,ecaresnet101d,64,368.4705,11.4447,2
cuda,ese_vovnet19b_dw,128,191.0446,11.2915,2
cuda,fbnetc_100,128,321.6833,8.9854,2
cuda,fbnetv3_b,128,568.5345,11.1511,2
cuda,gernet_l,128,173.2866,11.0234,2
cuda,ghostnet_100,128,600,0,0
cuda,gluon_inception_v3,128,481.9181,15.5697,2
cuda,gluon_senet154,32,385.8744,12.4346,2
cuda,gluon_xception65,32,229.5352,13.9854,2
cuda,gmixer_24_224,64,210.2699,5.5522,2
cuda,gmlp_s16_224,64,212.8593,9.8422,2
cuda,hardcorenas_a,128,325.1835,7.4532,2
cuda,hrnet_w18,128,600,0,0
cuda,inception_v3,128,476.0563,15.5671,2
cuda,jx_nest_base,64,0,0,0
cuda,lcnet_050,128,199.9815,2.2644,2
cuda,legacy_senet154,32,341.5912,12.3190,2
cuda,levit_128,128,0,0,0
cuda,mixer_b16_224,64,170.2844,9.7249,2
cuda,mixnet_l,64,600,0,0
cuda,mnasnet_100,128,297.1776,7.1845,2
cuda,mobilenetv2_100,128,293.1947,10.3256,2
cuda,mobilenetv3_large_100,128,361.3501,7.2405,2
cuda,mobilevit_s,64,600,0,0
cuda,nasnetalarge,16,600,0,0
cuda,nfnet_l0,128,191.5366,9.1573,2
cuda,pit_b_224,64,323.2884,18.3585,2
cuda,pnasnet5large,16,0,0,0
cuda,poolformer_m36,64,236.0941,15.0691,2
cuda,regnety_002,128,221.8871,3.6158,2
cuda,repvgg_a2,128,132.6488,7.2625,2
cuda,res2net101_26w_4s,64,600,0,0
cuda,res2net50_14w_8s,128,543.5182,19.7388,2
cuda,res2next50,128,296.2389,21.2383,2
cuda,resmlp_12_224,128,166.9710,12.1439,2
cuda,resnest101e,32,507.3783,10.2820,2
cuda,resnet18,128,108.6318,4.3852,2
cuda,rexnet_100,128,600,0,0
cuda,sebotnet33ts_256,64,450.0256,13.9394,2
cuda,selecsls42b,128,262.9635,8.0997,2
cuda,spnasnet_100,128,348.7934,8.1073,2
cuda,swin_base_patch4_window7_224,64,0,0,0
cuda,swsl_resnext101_32x16d,32,182.7499,18.1170,2
cuda,tf_efficientnet_b0,128,404.9765,11.6391,2
cuda,tf_mixnet_l,64,600,0,0
cuda,tinynet_a,128,400.6285,7.3747,2
cuda,tnt_s_patch16_224,64,398.7219,10.4678,2
cuda,twins_pcpvt_base,32,600,0,0
cuda,visformer_small,128,214.8005,12.2675,2
cuda,vit_base_patch16_224,64,124.6123,10.7458,2
cuda,volo_d1_224,64,0,0,0
cuda,xcit_large_24_p8_224,5,0,0,0
