dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,25.927349,22.736724,19.953982,10.577877,2.562043,16.599690,4.388194,2.089919,0.337065,26.955421,9.035036
cuda,Background_Matting,4,22.887272,20.747205,17.152260,9.299238,2.600585,16.643693,5.728505,2.980642,0.246837,32.146888,10.161219
cuda,LearningToPaint,96,13.452932,12.555586,8.968505,6.007040,1.265862,10.217789,1.260462,0.728167,0.079229,24.259435,5.556576
cuda,Super_SloMo,6,23.739972,21.683241,18.520377,11.087460,2.700855,17.360645,6.093182,2.732684,0.157255,9.121568,7.939929
cuda,alexnet,128,6.116550,5.798956,2.711466,2.282026,0.185007,6.241684,0.943681,0.327830,0.015748,4.155334,4.602688
cuda,attention_is_all_you_need_pytorch,256,26.546793,23.736742,20.846520,11.268385,2.565174,18.496973,4.997687,2.368014,0.411879,32.451209,10.327924
cuda,dcgan,32,5.780977,5.485491,2.354101,1.801364,0.357482,2.762647,0.212585,0.117318,0.013562,1.335263
cuda,demucs,4,13.117805,12.281174,9.392938,8.228538,0.460833,13.668623,1.162699,0.817078,0.044858,9.561453,5.931989
cuda,densenet121,4,50.933497,45.515486,42.430746,23.521807,7.345934,35.004981,13.788393,5.659291,0.730496,58.242840,19.731337
cuda,drq,1,8.118697,7.630005,3.319525,2.786440,0.141300,4.575269,0.193425,0.115592,0.017133,1.943596
cuda,fastNLP_Bert,6,27.893401,24.203893,21.432305,13.178594,2.265447,18.452299,3.997512,2.116316,0.324452,6.785686,7.726825
cuda,functorch_dp_cifar10,64,12.209104,11.456867,8.556657,5.641686,1.363103,11.336315,2.604993,0.970781,0.072050,35.457628,7.136109
cuda,hf_Albert,8,24.942161,22.751744,19.876791,12.298571,1.909110,20.487851,3.489633,1.564112,0.159344,10.476395,10.252756
cuda,hf_Bart,4,36.531215,29.704618,26.660700,15.786215,2.870842,24.436695,4.901058,2.720469,0.301073,4.298826,11.769024
cuda,hf_Bert,4,26.094912,21.807071,18.917970,10.784951,2.033724,16.759642,3.905716,1.989733,0.314085,8.205728,8.392473
cuda,hf_Bert_large,4,43.399677,34.761025,31.902773,15.674638,4.173285,24.637781,8.182784,3.829029,0.877637,12.597965,13.504554
cuda,hf_BigBird,2,76.092282,65.275493,62.213339,32.495199,8.899878,51.715186,22.975185,11.367110,0.617592,9.846745,28.803877
cuda,hf_DistilBert,8,15.763764,13.961326,11.106626,6.773538,1.091763,10.960575,1.921962,1.077396,0.131167,6.533582,5.371565
cuda,hf_GPT2,4,21.169995,18.233180,15.359529,8.085909,2.472602,11.973676,3.548351,1.839120,0.281165,2.723750,6.533497
cuda,hf_GPT2_large,4,52.896531,43.697968,40.796316,18.484117,6.324184,32.399147,12.313504,5.514701,1.543994,2.288774,21.075061
cuda,hf_Reformer,4,23.121721,20.734504,17.845106,15.271441,1.015756,18.952174,1.514638,0.771683,0.060574,5.218592,4.791817
cuda,hf_T5,8,32.155785,27.824558,24.904740,15.596814,2.715890,22.852248,3.991370,2.421448,0.276647,10.514368,10.203801
cuda,hf_T5_large,2,92.130289,75.485371,72.507887,34.982866,10.016022,52.335150,18.799453,7.377022,1.790418,37.503170,28.296185
cuda,lennard_jones,1000,4.309659,4.043800,1.421565,1.104249,0.070859,2.042948,0.086394,0.187484,0.007011,1.016215
cuda,mnasnet1_0,32,22.293131,20.411644,17.468138,10.302397,2.667599,15.848160,3.726156,1.944679,0.219529,78.523784,8.408149
cuda,mobilenet_v2,96,24.275966,22.330853,19.340910,11.553307,3.093678,16.655348,4.120994,2.089992,0.243601,99.791787,8.405302
cuda,mobilenet_v3_large,32,24.621278,22.542769,19.557053,11.502445,2.962810,18.754333,4.573348,2.195106,0.247125,101.658607,10.419850
cuda,nvidia_deeprecommender,256,4.984883,4.656169,1.928410,1.416817,0.279262,4.134123,0.139387,0.091658,0.010420,3.009529,0.559328
cuda,phlippe_densenet,128,25.799621,23.782598,20.792072,13.349525,2.805753,19.884610,4.594660,2.386318,0.238421,131.674766,9.543552
cuda,phlippe_resnet,128,10.868634,9.989304,7.052155,4.264666,0.950200,7.119220,1.052614,0.704639,0.072892,16.824038,3.878875
cuda,pytorch_CycleGAN_and_pix2pix,1,12.005419,11.200104,8.226221,5.023648,1.044533,8.784964,2.157052,1.024225,0.074101,18.909291,4.876886
cuda,pytorch_stargan,16,11.913716,11.112604,8.127493,4.918665,0.960446,8.360659,1.385833,0.546542,0.063612,29.412605,4.482817
cuda,pytorch_struct,200,5.753116,5.268850,2.511466,1.664763,0.159209,5.619689,0.422277,0.176272,0.022992,4.134123,9.170346
cuda,pytorch_unet,1,13.795576,12.749289,9.818261,6.347653,1.149987,11.213896,2.508588,1.134169,0.089305,41.561269,6.104448
cuda,resnet152,32,46.910216,41.442110,38.322129,16.367777,7.210338,22.953781,9.247903,4.568521,1.004902,34.449320,14.397902
cuda,resnet18,16,12.771317,11.912278,8.949786,6.080023,1.040751,10.137139,2.055018,0.853911,0.075002,25.694147,5.172687
cuda,resnet50,32,21.009930,19.046334,16.068586,8.627691,2.503352,13.462814,3.729005,1.819251,0.219987,34.581581,7.536551
cuda,resnext50_32x4d,8,20.000537,18.066885,15.108697,7.788841,2.530737,12.760778,2.978267,1.826429,0.211897,22.483786,7.702824
cuda,shufflenet_v2_x1_0,128,23.508509,21.385674,18.401451,10.340146,3.186174,15.746596,4.334097,2.993593,0.284316,46.330452,8.815168
cuda,soft_actor_critic,256,5.677462,5.360006,2.084919,1.790497,0.066233,3.426864,0.079454,0.058953,0.007166,1.709709
cuda,speech_transformer,32,31.020659,27.023557,24.357427,13.522375,2.818201,21.878150,5.331541,2.717733,0.354310,29.935324,11.418072
cuda,squeezenet1_1,32,7.709433,7.082713,4.018168,2.956784,0.418221,7.352825,1.597722,0.749189,0.048995,4.839298,10.097509
cuda,timm_efficientnet,32,28.315828,24.790134,21.627816,12.356584,3.357943,19.933848,4.965397,2.754189,0.308246,103.460090,11.177286
cuda,timm_nfnet,128,25.362728,21.509472,18.264509,8.737906,3.724287,16.832141,5.219533,2.290852,0.300792,29.806592,12.064329
cuda,timm_regnet,32,28.540051,24.171607,20.723532,9.886465,3.716697,15.664382,4.548898,2.399157,0.371715,28.898542,9.764305
cuda,timm_resnest,32,17.682202,16.473270,13.189651,9.389762,1.406702,15.669614,3.536867,1.619244,0.105554,72.396626,7.784773
cuda,timm_vision_transformer,32,18.710256,16.649625,13.397906,7.471685,1.637772,17.966161,3.338436,1.808800,0.252158,14.902961,12.273995
cuda,timm_vision_transformer_large,32,44.823884,37.682173,34.383074,15.430485,5.743234,67.501342,11.673955,5.595148,1.628376,9.855625,58.289618
cuda,timm_vovnet,32,19.692452,17.321761,14.073911,8.452652,1.985784,15.026850,4.266036,1.916891,0.162613,30.521379,8.706921
cuda,tts_angular,64,4.181937,3.913971,1.015467,0.888566,0.051293,1.743129,0.028750,0.018757,0.002036,0.909042
cuda,vgg16,64,6.386132,5.939170,2.850624,2.042528,0.246976,5.928072,0.940348,0.445653,0.027802,4.149849,4.815029
cuda,yolov3,16,33.725500,30.122397,26.854259,15.269091,4.247798,23.334358,7.431457,3.303622,0.375440,67.983308,13.009495
