,Compiler,torchbench,huggingface,timm_models
eager,eager,"82%, 49/60","100%, 45/45","100%, 60/60"
aot_eager,aot_eager,"78%, 47/60","100%, 45/45","92%, 55/60"
inductor,inductor,"75%, 45/60","91%, 41/45","97%, 58/60"
inductor_no_cudagraphs,inductor_no_cudagraphs,"77%, 46/60","98%, 44/45","97%, 58/60"
