dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.1213,8.6979,0.3197
cuda,Background_Matting,4,0.8684,5.0279,0.3584
cuda,LearningToPaint,96,0.8489,2.0691,0.3415
cuda,Super_SloMo,6,0.8678,4.9299,0.3577
cuda,alexnet,128,0.7949,0.9377,0.4569
cuda,attention_is_all_you_need_pytorch,256,0.7599,8.8912,0.2869
cuda,dcgan,32,1.2366,0.7329,0.4813
cuda,demucs,4,1.0004,0.5763,0.9998
cuda,densenet121,4,2.2190,15.1729,0.3363
cuda,dlrm,0,0.0000
cuda,drq,1,1.6116,0.8772,0.5541
cuda,fastNLP_Bert,6,0.7499,7.9511,0.3230
cuda,functorch_dp_cifar10,64,2.0912,2.2065,0.4861
cuda,hf_Albert,8,0.7454,7.0835,0.2807
cuda,hf_Bart,4,0.7168,9.5123,0.3045
cuda,hf_Bert,4,0.7145,7.0515,0.3172
cuda,hf_BigBird,2,0.8667,28.6061,0.4097
cuda,hf_DistilBert,8,0.6675,4.1597,0.2861
cuda,hf_GPT2,4,0.7222,7.0557,0.3343
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,0.9804,4.1517,0.2611
cuda,hf_T5,0,0.0000
cuda,lennard_jones,1000,0.9970,0.6866,0.9913
cuda,mnasnet1_0,32,0.8493,4.6169,0.3334
cuda,mobilenet_v2,96,0.7301,4.7757,0.3069
cuda,mobilenet_v2_quantized_qat,0,0.0000
cuda,mobilenet_v3_large,32,0.9879,5.0126,0.3294
cuda,moco,32,0.9944,2.0378,1.0067
cuda,nvidia_deeprecommender,256,0.5261,0.6444,0.5540
cuda,pytorch_CycleGAN_and_pix2pix,1,1.2052,2.8185,0.3700
cuda,pytorch_stargan,16,0.8647,2.5435,0.4059
cuda,pytorch_struct,200,0.8856,1.2314,0.4889
cuda,pytorch_unet,1,0.8468,2.1626,0.3401
cuda,resnet18,16,1.1106,2.0636,0.3531
cuda,resnet50,32,0.7608,4.9725,0.3309
cuda,resnet50_quantized_qat,0,0.0000
cuda,resnext50_32x4d,8,1.1529,4.8335,0.3525
cuda,shufflenet_v2_x1_0,128,0.7920,5.6068,0.3534
cuda,soft_actor_critic,256,1.0951,0.5215,0.4717
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,1.0064,1.7726,0.3390
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,1.4657,72.2682,0.2857
cuda,timm_efficientnet,32,0.5917,13.7776,0.2631
cuda,timm_nfnet,0,0.0000
cuda,timm_regnet,32,0.7785,18.1004,0.3267
cuda,timm_resnest,32,0.7881,3.0185,0.3051
cuda,timm_vision_transformer,8,1.3905,4.7984,0.3069
cuda,timm_vovnet,32,0.5478,8.5980,0.3143
cuda,tts_angular,64,0.9890,0.6219,0.9838
cuda,vgg16,64,0.8571,1.4262,0.3177
cuda,yolov3,16,0.7910,8.9402,0.3281
