dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.768608,7.063106,3.956202,10.102694,3.984962,1.532761,0.315401,0.000008,11.698722,7.122067
cuda,Background_Matting,4,1.658484,5.310001,2.540894,9.049000,4.670817,1.973073,0.210257,0.472268,6.839540
cuda,LearningToPaint,96,0.714180,2.821675,1.072842,3.740684,1.142250,0.526869,0.078773,0.278550,2.309027
cuda,Super_SloMo,6,1.715197,6.994017,2.502883,8.463746,4.125521,1.569577,0.117437,0.360713,4.402172
cuda,alexnet,128,0.141771,1.612394,0.214095,2.388746,0.442552,0.189973,0.015146,0.127061,1.123921
cuda,attention_is_all_you_need_pytorch,256,2.256479,7.762789,3.334422,10.877815,4.477426,1.712146,0.380185,3.716392,15.912892,10.290231
cuda,dcgan,32,0.142655,2.090591,0.213133,2.732928,0.214078,0.088831,0.012901,0.109274,6.677100,0.972412
cuda,demucs,4,0.284230
cuda,densenet121,4,4.098799,14.958465,9.547548,22.278887,13.027779,4.216398,0.653298,1.131074,18.254739
cuda,drq,1,0.235930,1.839608,0.150391,2.924571,0.149321,0.074442,0.014701,0.258052,1.502239
cuda,fastNLP_Bert,6,2.801090,8.834629,3.048415,12.480059,4.216453,1.661209,0.315553,2.968210,6.235771,9.771398
cuda,functorch_dp_cifar10,64,0.425070,3.818742,1.481462,6.365954,2.241232,0.757839,0.070095,8.121411,11.806126,12.194689
cuda,hf_Albert,8,2.201176,3.917439,2.510669,7.609422,3.530327,1.144130,0.163109,5.101719,11.401615,4.521767
cuda,hf_Bart,4,3.177152,9.455743,4.320887,13.647382,5.316849,1.983001,0.424917,4.301376,4.909914,13.225868
cuda,hf_Bert,4,2.680325,5.518196,3.236529,8.526251,3.925638,1.481767,0.312665,2.924233,9.280013,2.434424
cuda,hf_DistilBert,8,1.207016,3.369868,1.573511,5.416591,1.954243,0.788667,0.127692,3.567421,7.246617,3.228629
