dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,5.458342,78.265383,1.551979,89.059875,4.259729,1.226999,0.246864,0.000012,12.455130
cuda,Background_Matting,4,4.395977,42.541890,1.127920,78.934745,3.934306,2.062848,0.177289,15.018952,52.616433
cuda,LearningToPaint,96,1.110861,47.257980,0.486690,81.680498,1.099887,0.473802,0.066081,15.310747,50.254151
cuda,Super_SloMo,6,2.710417,36.441529,1.141013,55.711571,3.713504,1.458706,0.085865,0.410501,20.886379
cuda,alexnet,128,0.203174,5.756825,0.099976,10.241753,0.361501,0.164462,0.010719,0.143676,4.734553
cuda,attention_is_all_you_need_pytorch,256,4.689719,85.090468,1.609873,109.336066,4.120664,1.406770,0.298568,13.188921,39.155610
cuda,dcgan,32,0.198611,6.697635,0.097984,12.608213,0.137642,0.060945,0.010225,0.124308,6.140059
cuda,demucs,4,0.760156
cuda,densenet121,4,14.937846,280.245751,3.237278,425.129122,13.393147,4.206104,0.653862,63.795837,212.154272
cuda,dlrm,2048,0.507727,3.506408,0.235991,11.678368,0.351559,0.100228,0.014452,0.141269,8.557296
cuda,drq,1,0.283777,6.985924,0.068303,13.556659,0.093806,0.044954,0.011478,0.290549,6.938536
cuda,fastNLP_Bert,6,5.226497,66.397190,1.330642,81.100627,3.729095,1.249957,0.237657,12.079375,28.218986
cuda,functorch_dp_cifar10,64,0.778826,26.181003,0.625337,58.508656,2.052594,0.585420,0.058311,42.300039,75.298806
cuda,hf_Albert,8,1.418596,10.403787,1.149153,37.381968,2.416278,0.900316,0.132598,19.332613,47.543053
cuda,hf_Bart,4,7.475563,43.610508,1.890481,84.657458,3.605074,1.478099,0.330506,19.642382,62.705292
cuda,hf_Bert,4,5.355774,30.456830,1.556211,42.373747,3.157287,1.114734,0.249643,1.529083,15.097190
cuda,hf_BigBird,2,12.112787,7.273000,1.121456,17.433119,2.007998,0.885251,0.179533,9.147583,20.540580
cuda,hf_DistilBert,8,1.834999,13.952502,0.760170,28.081655,1.627035,0.591331,0.105813,8.404376,23.342194
cuda,hf_GPT2,4,3.766489,63.886854,1.175081,75.959564,3.127589,1.087957,0.193060,9.299231,22.633924
cuda,hf_Reformer,4,3.495031,30.471044,0.507994,37.576255,1.071343,0.535656,0.055460,9.952848,17.622941
cuda,hf_T5_large,2,39.165776,275.465734,5.477297,625.723336,15.534742,4.450815,1.947710,25.823801,382.035085
cuda,lennard_jones,1000,0.131922,1.011013,0.047735,3.135202,0.040871,0.025994,0.005564,0.109771,2.286094
cuda,mnasnet1_0,32,3.624113,100.212861,1.477909,235.136367,3.981730,1.991804,0.202648,322.474441,458.959298
cuda,mobilenet_v2,96,3.610042,106.676304,1.605474,246.595632,4.611787,2.423832,0.237907,193.812429,335.424517
cuda,mobilenet_v3_large,32,4.043078,125.705644,1.522203,253.511074,4.555263,2.055462,0.231997,242.264702,371.688924
cuda,nvidia_deeprecommender,256,0.203683,1.977561,0.066212,7.144026,0.087449,0.041760,0.008220,1.325230,6.564359
cuda,pytorch_CycleGAN_and_pix2pix,1,0.852858,12.143223,0.524209,21.421073,1.401911,0.679680,0.063304,0.229911,10.076632
cuda,pytorch_stargan,16,0.926721,6.975995,0.388471,27.635558,0.712934,0.265430,0.047254,95.581441,116.664618
cuda,pytorch_struct,200,0.344778,6.047023,0.127473,19.455715,0.153996,0.085479,0.018231,75.989383,89.536062
cuda,pytorch_unet,1,1.305533,31.703760,0.492105,50.473908,1.490028,0.731757,0.061983,0.247604,19.545777
cuda,resnet18,16,1.063759,35.992795,0.533899,70.958025,1.750194,0.685645,0.067021,41.091856,76.624304
cuda,resnet50,32,3.746801,36.912877,1.362112,161.558733,3.634686,1.800515,0.209125,75.601334,201.695318
cuda,resnext50_32x4d,8,3.760788,68.707544,1.269686,188.391776,3.183725,1.865307,0.191180,174.352949,295.394034
cuda,shufflenet_v2_x1_0,128,4.155354,89.796354,1.525927,173.648131,5.472102,2.215892,0.281796,60.610502,146.085655
cuda,soft_actor_critic,256,0.164942,2.262334,0.047900,6.486550,0.048612,0.026962,0.005506,0.343008,4.620968
cuda,squeezenet1_1,32,0.630245,46.716068,0.287342,74.977081,0.752983,0.436671,0.033966,139.989683,168.552021
cuda,timm_efficientdet,1,54.449354,226.016185,4.771904,417.404222,17.596373,5.849661,1.388131,418.570801,615.117790
cuda,timm_efficientnet,32,6.430449,104.889974,1.537973,228.004318,5.367077,2.041909,0.282923,97.837602,222.600888
cuda,timm_nfnet,128,7.165540,40.865163,2.243822,79.196627,5.377993,1.703331,0.267281,2.497133,43.228820
cuda,timm_regnet,32,8.809724,71.778420,1.394342,177.445763,3.865233,1.734798,0.347215,34.776751,141.967449
cuda,timm_resnest,32,1.552664,74.902480,0.821388,141.039490,3.639046,1.389156,0.094963,74.049330,141.052368
cuda,timm_vision_transformer,8,3.124901,22.639755,1.261793,50.568485,2.116958,1.003362,0.163702,89.503266,118.768076
cuda,timm_vision_transformer_large,8,23.844215,25.682046,3.452012,53.583557,7.566207,3.028676,0.915246,57.762474,89.360975
