,Compiler,torchbench,huggingface,timm_models
eager,eager,0.95x,0.98x,1.00x
aot_eager,aot_eager,0.86x,0.89x,0.88x
aot_cudagraphs,aot_cudagraphs,0.41x,0.0x,0.25x
aot_nvfuser,aot_nvfuser,0.83x,1.08x,0.85x
inductor,inductor,0.78x,0.74x,0.90x
